HOUSEID,GASUSGE,HighestEDUC,MEDCOND,TAXISERVICE,RIDESHARE22,ESCOOTERUSED,PTUSED,MCTRANSIT,WALKTRANSIT,BIKETRANSIT,EMPLOYMENT2,WTHHFIN,WTHHFIN5D,WTHHFIN2D,NUMADLT,HOMEOWN,HOMETYPE,RAIL,CENSUS_D,CENSUS_R,HH_HISP,DRVRCNT,CNTTDHH,CDIVMSAR,FLAG100,HHFAMINC,HHFAMINC_IMP,HH_RACE,HHSIZE,HHVEHCNT,HHRELATD,LIF_CYC,MSACAT,MSASIZE,TRAVDAY,URBAN,URBANSIZE,URBRUR,PPT517,YOUNGCHILD,RESP_CNT,URBRUR_2010,TDAYDATE,WRKCOUNT,STRATUMID
9000013081,-0.06946375911934462,3,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-0.8918914689344615,-0.40642308959418816,0.2007806778739664,-0.3873733744624121,0.15681964958642614,2,1,2,1,1,2,0.26738705593041473,0.7031362695984728,13,1,6,6,1,-0.25620269382634653,0.9615768374200578,1,10,3,3,5,4,6,2,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,2,202202,-0.031095644416893258,1022
9000013083,-0.07672210786735002,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,0.22307898533530926,-0.26077029312788524,-1.054637843949023,-0.5451484004615755,-0.33140939389218127,-0.3873733744624121,0.15681964958642614,2,1,1,1,1,2,0.26738705593041473,-0.9832477397535996,11,1,7,7,3,-0.25620269382634653,-0.0009402204025618533,1,10,1,5,6,4,6,2,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,1,202202,-1.1287872103846628,1021
9000013086,-0.25420711041035027,3,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-1.054637843949023,-0.3019776445150808,-0.735020034199264,0.5482498898879693,0.15681964958642614,2,1,2,1,1,2,0.26738705593041473,-0.7423357384175893,12,1,6,6,1,-0.25620269382634653,-0.0009402204025618533,1,10,2,4,1,1,3,1,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,1,202201,-1.1287872103846628,1021
9000013099,-0.26144797923812413,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,0.22307898533530926,-0.26077029312788524,1.2509358020905978,-0.5836896216160561,-0.328279776053841,-0.3873733744624121,0.15681964958642614,1,1,1,1,1,2,0.26738705593041473,-0.501423737081579,11,1,11,11,1,-0.25620269382634653,-0.0009402204025618533,1,2,1,4,4,1,4,1,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,1,202202,1.0665959215508762,1021
9000013104,-0.469432889223179,5,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-1.054637843949023,1.2967648097212396,1.5801089535052226,-0.3873733744624121,1.4835842410106643,1,3,1,1,1,2,1.6158005976597265,-0.9832477397535996,13,1,6,6,2,0.5257174526641133,0.9615768374200578,1,2,3,3,3,1,3,1,-0.42824843459249184,-0.27225827874359043,0.6975591780554609,1,202202,-1.1287872103846628,1021
9000013122,-0.13111614984009395,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,0.7760309081692165,-0.26077029312788524,1.3323089895978786,0.012941287172594225,-0.735020034199264,0.7446643681032287,1.4835842410106643,1,1,2,1,1,2,1.6158005976597265,0.7031362695984728,13,1,11,11,1,0.5257174526641133,-0.0009402204025618533,1,10,3,3,7,4,6,2,-0.42824843459249184,-0.27225827874359043,0.6975591780554609,1,202203,1.0665959215508762,1021
9000013145,-0.38709988609234974,5,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.2508798056651827,-0.26077029312788524,-0.24090596887621557,0.05206468956848409,-0.735020034199264,1.4629530418336176,-1.1699449418378118,2,1,1,1,1,2,-1.081026485798897,-0.2605117357455686,11,1,6,6,1,-1.0381228403168066,-0.9634572782251817,2,1,1,4,7,1,4,1,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,1,202202,-0.031095644416893258,1021
9000013148,-0.09981362653565432,6,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,0.6180446445023858,-0.02805797425435772,-1.054637843949023,-0.7106378200918616,-0.34450960302090594,-0.3873733744624121,0.15681964958642614,1,1,2,1,1,2,0.26738705593041473,-0.9832477397535996,13,1,6,6,1,-0.25620269382634653,-0.0009402204025618533,1,10,3,2,6,4,6,2,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,2,202202,-1.1287872103846628,1022
9000013158,-0.442915397456022,3,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-1.054637843949023,-0.4460747743258953,-0.23712215141705875,-0.3873733744624121,0.15681964958642614,2,1,2,1,1,2,0.26738705593041473,0.22131226692645214,12,1,5,5,1,-0.25620269382634653,-0.0009402204025618533,1,10,2,4,4,4,6,2,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,1,202202,-1.1287872103846628,1021
9000013164,-0.4561935002809697,4,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,0.0033375617486682795,-0.13940325075498544,7.6484333776763505,-0.26077029312788524,-0.24090596887621557,-0.5007565642826703,-0.2873694828593078,-0.3873733744624121,8.117407198131854,3,3,2,1,1,2,0.26738705593041473,0.9440482709344831,13,1,5,5,1,4.4353181851164125,-0.9634572782251817,2,2,3,1,3,1,1,1,-0.42824843459249184,-0.27225827874359043,5.094734644228431,1,202202,-0.031095644416893258,1021
9000013165,-0.10316402158410293,5,2,2.0223725065107194,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,0.3022252615837526,-0.1718866738317674,-0.26077029312788524,0.030337989481386888,-0.03298957285884163,-0.735020034199264,1.2019886634254753,-1.1699449418378118,3,3,1,1,1,2,-1.081026485798897,-0.9832477397535996,11,1,5,5,2,-1.0381228403168066,0.9615768374200578,2,1,1,5,1,1,4,1,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,1,202201,-0.031095644416893258,1021
9000013167,-0.46259926306627513,6,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.4878592011654287,-0.26077029312788524,1.1153138229117967,-0.4256136519581842,-0.19943550906782664,-0.3873733744624121,1.4835842410106643,1,3,1,1,1,2,1.6158005976597265,0.4622242682624625,11,1,8,8,1,1.307637599154573,-0.0009402204025618533,1,4,1,5,2,1,4,1,-0.42824843459249184,2.294850702146632,0.6975591780554609,1,202202,1.0665959215508762,1021
9000013183,-0.2590485665103303,5,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,0.6180446445023858,2.0663528956073898,0.8440698645541942,0.3341798501152352,0.5778173942114466,-0.3873733744624121,0.15681964958642614,1,1,2,1,1,2,0.26738705593041473,4.316816289638628,13,1,7,7,1,2.871477892135493,-0.0009402204025618533,1,6,3,3,5,1,2,1,4.612947922351733,-0.27225827874359043,3.3358644577592433,1,202203,1.0665959215508762,1021
9000013206,-0.32263684365624545,4,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-0.3765279480550168,0.5149737922010499,0.6830200178186264,-0.3873733744624121,-1.1699449418378118,3,3,1,1,1,1,-1.081026485798897,-0.9832477397535996,11,1,4,4,1,0.5257174526641133,-0.9634572782251817,1,5,1,5,3,1,4,1,2.09234974387962,-0.27225827874359043,0.6975591780554609,1,202202,-0.031095644416893258,1021
9000013216,-0.322103014853705,6,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,0.708447885375393,-0.6865245905726881,-0.4595310379781958,-0.3873733744624121,-1.1699449418378118,1,1,1,1,1,2,-1.081026485798897,-0.9832477397535996,11,1,9,9,1,-1.0381228403168066,-0.9634572782251817,2,1,1,5,2,1,4,1,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,1,202201,-0.031095644416893258,1021
9000013237,-0.1625066932535286,7,2,4.191070057076497,-0.2918879745987055,-0.08377420714062818,4.92084489633796,-0.13940325075498544,1.5659622265033697,-0.26077029312788524,1.1153138229117967,1.6170511220492587,-0.735020034199264,1.4745220549242752,0.15681964958642614,1,3,2,1,1,2,0.26738705593041473,-0.019599734409558197,13,1,11,11,1,-0.25620269382634653,-0.0009402204025618533,1,2,3,1,7,4,6,2,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,2,202202,1.0665959215508762,1022
9000013246,-0.14071002177385072,8,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,1.8029416220036156,-0.26077029312788524,0.030337989481386888,-0.3706303128860642,0.41303115251293115,-0.3873733744624121,-1.1699449418378118,1,1,2,1,1,2,-1.081026485798897,0.7031362695984728,13,1,11,11,1,-1.0381228403168066,-0.9634572782251817,2,1,3,1,5,2,6,1,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,1,202202,-0.031095644416893258,1022
9000013255,-0.24298195156440824,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-1.054637843949023,-0.5159115606746797,-0.735020034199264,-0.10670264984108384,0.15681964958642614,2,1,2,1,1,2,0.26738705593041473,-0.019599734409558197,13,1,7,7,1,-0.25620269382634653,-0.0009402204025618533,1,10,3,1,1,1,1,1,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,1,202202,-1.1287872103846628,1022
9000013256,0.7437132941613179,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-1.054637843949023,-0.7325276889652481,-0.3518085316619845,-0.3873733744624121,-1.1699449418378118,1,1,2,1,1,2,-1.081026485798897,-0.9832477397535996,14,1,9,9,1,-1.0381228403168066,-0.9634572782251817,2,9,4,6,2,4,6,2,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,2,202202,-1.1287872103846628,1022
9000013265,1.2268540219423514,5,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.4878592011654287,-0.26077029312788524,-1.054637843949023,-0.6206575722245392,-0.173122610677254,-0.3873733744624121,0.15681964958642614,1,1,2,1,1,2,0.26738705593041473,-0.9832477397535996,14,1,5,5,1,-0.25620269382634653,-0.0009402204025618533,1,10,4,6,4,4,6,2,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,2,202211,-1.1287872103846628,1022
9000013267,-0.4188670235888341,6,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-1.054637843949023,-0.7400996480500511,-0.4098969810560628,-0.3873733744624121,-1.1699449418378118,3,3,2,1,1,2,-1.081026485798897,-0.9832477397535996,13,1,4,4,1,-1.0381228403168066,-0.9634572782251817,2,9,3,1,4,4,6,2,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,2,202202,-1.1287872103846628,1022
9000013268,-0.004342952622889285,4,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.40886606933201336,-0.26077029312788524,0.43720392701779054,-0.5249107180755797,-0.735020034199264,-0.04305843482097659,0.15681964958642614,1,1,2,1,1,2,0.26738705593041473,2.6304322802865556,13,1,6,6,1,1.307637599154573,-0.0009402204025618533,1,6,3,1,1,2,6,1,2.09234974387962,-0.27225827874359043,1.576994271290055,1,202202,1.0665959215508762,1022
9000013269,-0.12786326520819863,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-1.054637843949023,-0.6008607948280512,-0.17415860758880738,-0.3873733744624121,0.15681964958642614,2,1,2,1,1,2,0.26738705593041473,-0.9832477397535996,13,1,6,6,1,-0.25620269382634653,-0.0009402204025618533,1,10,3,1,6,1,3,1,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,1,202202,-1.1287872103846628,1022
9000013284,-0.24885075479516855,6,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.1718866738317674,-0.26077029312788524,2.471533614699809,-0.5772687212990024,-0.02003736466402396,-0.3873733744624121,1.4835842410106643,1,1,2,1,1,2,1.6158005976597265,0.4622242682624625,14,1,11,11,1,0.5257174526641133,0.9615768374200578,1,2,4,6,6,2,6,1,-0.42824843459249184,-0.27225827874359043,0.6975591780554609,1,202202,2.1642874875186457,1022
9000013285,-0.07916567063866632,6,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.4878592011654287,-0.26077029312788524,-1.054637843949023,-0.7597772220627551,-0.735020034199264,-0.22998337869903634,-1.1699449418378118,1,1,2,1,1,2,-1.081026485798897,-0.9832477397535996,14,1,3,3,1,-1.0381228403168066,-0.0009402204025618533,2,1,4,6,1,4,6,2,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,2,202202,-1.1287872103846628,1022
9000013287,0.00822468614936402,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,0.14408585350189393,-0.26077029312788524,0.030337989481386888,-0.6428313202469443,-0.22530741860470369,-0.3873733744624121,0.15681964958642614,2,1,2,1,1,2,0.26738705593041473,-0.2605117357455686,14,1,7,7,1,-0.25620269382634653,-0.0009402204025618533,1,10,4,6,3,4,6,2,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,2,202202,-0.031095644416893258,1022
9000013293,-0.22769296154082308,6,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,0.030337989481386888,-0.6575104294651938,-0.735020034199264,-0.15325793695204248,0.15681964958642614,1,1,2,1,1,2,0.26738705593041473,-0.019599734409558197,13,1,6,6,1,-0.25620269382634653,-0.0009402204025618533,1,10,3,1,1,4,6,2,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,2,202202,-0.031095644416893258,1022
9000013356,-0.2313527335722131,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,0.06509272166847861,-0.26077029312788524,-1.054637843949023,-0.7401815993476156,-0.735020034199264,-0.11762099767745,0.15681964958642614,1,1,1,2,1,2,0.26738705593041473,-0.019599734409558197,21,1,7,7,1,-0.25620269382634653,-0.0009402204025618533,1,10,1,5,1,1,4,1,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,1,202202,-1.1287872103846628,1023
9000013360,0.20249008477420102,5,2,-0.1463250440550591,0.05401399761467696,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,2.2002896563422065,1.064055144405835,1.4397901957786594,-0.3873733744624121,2.810348832434902,1,1,1,2,1,2,2.964214139389038,0.7031362695984728,21,1,9,9,1,1.307637599154573,1.9240938952426776,1,8,1,5,6,1,4,1,-0.42824843459249184,-0.27225827874359043,1.576994271290055,1,202202,2.1642874875186457,1023
9000013362,-0.05464419612007571,4,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.4878592011654287,-0.26077029312788524,1.1153138229117967,0.0043467023002537845,0.28356715466420995,-0.3873733744624121,0.15681964958642614,1,1,2,2,1,2,0.26738705593041473,0.7031362695984728,22,1,9,9,1,1.307637599154573,-0.0009402204025618533,1,4,2,4,4,1,5,1,0.8320506546435642,2.294850702146632,0.6975591780554609,1,202202,1.0665959215508762,1023
9000013366,-0.08536423177564265,6,2,-0.1463250440550591,0.05401399761467696,-0.08377420714062818,0.2268606224118179,-0.13940325075498544,3.7777699178389987,4.393476084342665,1.1153138229117967,-0.5052441101046395,-0.17031693389398658,-0.3873733744624121,1.4835842410106643,2,1,1,2,1,2,1.6158005976597265,1.9076962762785243,21,1,10,10,1,0.5257174526641133,0.9615768374200578,1,10,1,5,6,1,4,1,-0.42824843459249184,-0.27225827874359043,0.6975591780554609,1,202202,1.0665959215508762,1023
9000013373,-0.4160988008898967,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.2508798056651827,-0.26077029312788524,-0.0781595938616541,-0.6254023665197039,-0.4285951579830141,-0.3873733744624121,-1.1699449418378118,1,4,2,2,1,2,-1.081026485798897,-0.9832477397535996,23,1,5,5,1,-1.0381228403168066,-0.0009402204025618533,2,9,3,3,6,1,3,1,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,1,202202,-0.031095644416893258,1023
9000013380,0.11560881025513381,8,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.40886606933201336,-0.26077029312788524,1.1153138229117967,-0.23294990566012355,0.08527531967873389,-0.3873733744624121,1.4835842410106643,1,1,2,2,1,2,0.26738705593041473,-0.2605117357455686,22,1,11,11,1,0.5257174526641133,-0.0009402204025618533,1,10,2,4,4,1,5,1,-0.42824843459249184,-0.27225827874359043,0.6975591780554609,1,202202,1.0665959215508762,1023
9000013382,-0.35612301983982064,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.2508798056651827,-0.26077029312788524,0.030337989481386888,-0.5040981842058604,-0.26773380100680516,-0.3873733744624121,-1.1699449418378118,3,3,1,2,1,2,-1.081026485798897,-0.9832477397535996,21,1,7,7,3,-1.0381228403168066,-0.9634572782251817,2,1,1,5,3,1,4,1,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,1,202202,-0.031095644416893258,1023
9000013398,-0.2341995663515694,3,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,0.030337989481386888,-0.0864450971955973,0.1456294811687819,-0.3873733744624121,0.15681964958642614,3,2,2,2,1,2,0.26738705593041473,-0.019599734409558197,22,1,6,6,1,-0.25620269382634653,-0.0009402204025618533,1,2,2,4,5,1,5,1,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,1,202202,-0.031095644416893258,1023
9000013411,-0.30552486344636015,7,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,0.2268606224118179,-0.13940325075498544,0.6180446445023858,-0.26077029312788524,0.030337989481386888,-0.4613835444772371,-0.24370952467928947,-0.3873733744624121,-1.1699449418378118,3,3,1,2,1,2,-1.081026485798897,-0.501423737081579,21,1,7,7,3,-1.0381228403168066,-0.9634572782251817,2,1,1,5,5,1,4,1,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,1,202202,-0.031095644416893258,1023
9000013438,-0.003483849396989899,8,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,1.1153138229117967,-0.5833444900314337,-0.32836442349567857,-0.3873733744624121,0.15681964958642614,4,1,2,2,1,2,0.26738705593041473,-0.9832477397535996,22,1,6,6,1,0.5257174526641133,-0.0009402204025618533,1,4,2,4,3,2,6,1,-0.42824843459249184,2.294850702146632,-0.18187591517913312,1,202202,1.0665959215508762,1023
9000013509,-0.22363791721777707,3,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-0.837642677262941,0.12808937880995916,0.36655131711621924,-0.3873733744624121,0.15681964958642614,1,1,2,2,1,2,1.6158005976597265,-0.019599734409558197,23,1,3,3,1,0.5257174526641133,-0.0009402204025618533,2,8,3,3,3,4,6,2,0.8320506546435642,-0.27225827874359043,0.6975591780554609,2,202202,-0.031095644416893258,1024
9000013512,-0.42477963536878505,4,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.40886606933201336,-0.26077029312788524,0.030337989481386888,-0.5753792871684582,-0.735020034199264,0.13001608931456488,-1.1699449418378118,1,1,2,2,1,2,-1.081026485798897,-0.9832477397535996,22,1,6,6,1,-1.0381228403168066,-0.9634572782251817,2,1,2,4,1,1,3,1,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,1,202202,-0.031095644416893258,1023
9000013514,-0.45385822095161876,5,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,-0.22018549891448133,-0.13940325075498544,-0.5668523329988441,-0.26077029312788524,-1.054637843949023,-0.6618234260396161,-0.735020034199264,0.13923756920579247,-1.1699449418378118,1,2,1,2,1,2,-1.081026485798897,-0.9832477397535996,21,1,4,4,1,-1.0381228403168066,-0.9634572782251817,2,9,1,5,1,4,6,2,-0.42824843459249184,-0.27225827874359043,-1.0613110084137274,2,202202,-1.1287872103846628,1024
9000013519,-0.28763088677487453,4,2,-0.1463250440550591,-0.2918879745987055,-0.08377420714062818,0.4503836830749675,-0.13940325075498544,0.6180446445023858,0.2046543446191698,-0.29515476054773604,-0.4015819798642818,-0.10438492309705012,-0.3873733744624121,0.15681964958642614,2,1,1,2,1,2,0.26738705593041473,-0.501423737081579,21,1,7,7,1,-0.25620269382634653,-0.0009402204025618533,1,10,1,5,3,1,4,1,-0.42824843459249184,-0.27225827874359043,-0.18187591517913312,1,202202,-0.031095644416893258,1023
